Employee ID,Date,Total Sales Amount,Total Units Sold,Region
E086,2023-04-01,4320.72,161,South
E087,2023-11-11,8528.5,134,West
E088,2023-05-08,2361.77,372,North
E089,2023-02-10,4823.28,246,West
E090,2023-01-11,7065.05,804,East
E091,2023-11-24,9895.11,681,South
E092,2023-11-02,6335.55,721,South
E093,2023-11-23,6289.59,758,North
E094,2023-11-29,8380.44,160,West
E095,2023-04-18,4703.1,456,South
E096,2023-01-23,2874.87,686,North
E097,2023-11-13,8809.3,607,South
E098,2023-07-22,3643.14,313,West
E099,2023-06-06,7236.86,782,West
E100,2023-01-12,2587.74,512,West
E001,2023-12-10,1614.82,594,East
E002,2023-09-21,4712.97,645,North
E003,2023-08-14,7756.98,944,West
E004,2023-08-27,2919.13,231,West
E005,2023-05-09,9595.08,190,North
E006,2023-04-28,4111.98,701,West
E007,2023-10-12,7849.17,788,East
E008,2023-08-15,7466.1,457,South
E009,2023-07-27,5239.37,511,South
E010,2023-02-20,2065.8,618,North
E011,2023-09-23,9356.76,701,West
E012,2023-10-22,3555.03,847,East
E013,2023-08-27,1179.6,774,South
E014,2023-04-23,7221.9,284,West
E015,2023-12-20,3425.26,618,North
E016,2023-01-12,9884.51,546,East
E017,2023-06-22,9789.79,938,South
E018,2023-09-28,8774.14,642,East
E019,2023-10-18,6814.53,886,North
E020,2023-10-05,8312.34,577,North
E021,2023-02-13,2414.58,946,North
E022,2023-10-06,5857.93,632,North
E023,2023-08-10,5153.45,430,West
E024,2023-04-06,5219.47,164,North
E025,2023-01-11,2171.86,785,South
E026,2023-01-28,1048.63,838,East
E027,2023-12-26,7446.3,983,East
E028,2023-11-15,7953.65,627,West
E029,2023-01-09,1940.16,875,North
E030,2023-10-30,7331.19,129,North
E031,2023-03-22,9356.36,594,North
E032,2023-11-03,1889.06,841,West
E033,2023-02-24,8855.44,286,North
E034,2023-07-23,6367.92,804,North
E035,2023-07-22,1542.98,804,East
E036,2023-02-27,6001.58,585,North
E037,2023-08-31,2746.87,714,South
E038,2023-03-18,3022.52,728,North
E039,2023-03-17,5000.91,468,North
E040,2023-03-01,4483.57,925,North
E041,2023-11-21,7079.78,863,North
E042,2023-04-23,3248.76,947,West
E043,2023-03-31,7709.99,373,West
E044,2023-05-04,4837.13,136,South
E045,2023-03-15,2877.23,223,South
E046,2023-01-01,2608.49,561,East
E047,2023-08-25,8111.43,289,East
E048,2023-11-26,3167.56,958,North
E049,2023-11-22,3626.84,356,West
E050,2023-03-23,6847.7,617,West
E051,2023-07-08,6278.48,358,West
E052,2023-09-30,6499.56,316,South
E053,2023-07-25,9279.12,198,West
E054,2023-05-12,7553.13,703,West
E055,2023-04-23,4527.7,160,North
E056,2023-11-29,7778.27,826,North
E057,2023-08-12,1821.4,686,North
E058,2023-12-29,4621.8,606,West
E059,2023-09-28,2611.2,789,North
E060,2023-12-07,1368.69,795,West
E061,2023-09-17,5915.81,239,East
E062,2023-09-20,4404.86,989,West
E063,2023-08-05,7022.89,415,East
E064,2023-02-17,5594.83,707,South
E065,2023-12-29,8914.45,869,North
E066,2023-10-24,1398.16,673,North
E067,2023-08-30,6251.24,678,East
E068,2023-10-25,1167.23,945,South
E069,2023-03-06,1038.65,151,South
E070,2023-10-02,5847.89,505,East
E071,2023-11-09,5259.69,986,South
E072,2023-11-17,2502.01,784,South
E073,2023-01-30,4678.93,796,North
E074,2023-07-28,9507.81,711,East
E075,2023-05-12,2520.48,405,North
E076,2023-12-12,4289.15,391,West
E077,2023-01-20,5987.75,491,South
E078,2023-08-27,9696.67,280,South
E079,2023-01-08,5375.47,185,South
E080,2023-12-17,1765.08,467,South
E081,2023-11-05,1785.93,462,North
E082,2023-04-22,2127.92,964,West
E083,2023-03-31,3083.93,483,North
E084,2023-07-29,7693.58,249,South
E085,2023-07-16,5617.13,522,South
E086,2023-08-04,8188.5,170,North
E087,2023-04-27,1853.18,749,South
E088,2023-11-02,9454.09,240,North
E089,2023-08-26,3208.93,904,South
E090,2023-12-13,2830.49,277,East
E091,2023-06-20,6277.09,731,South
E092,2023-11-21,6077.55,273,South
E093,2023-09-22,2528.3,138,West
E094,2023-08-31,8561.79,312,South
E095,2023-01-26,8383.31,490,West
E096,2023-02-17,8382.37,133,West
E097,2023-05-22,4443.19,319,East
E098,2023-07-16,5554.26,781,North
E099,2023-08-24,9786.34,184,West
E100,2023-06-05,4310.87,305,South
E001,2023-09-21,5071.41,309,South
E002,2023-01-17,4377.36,207,East
E003,2023-01-07,5290.17,764,West
E004,2023-12-26,1118.33,981,South
E005,2023-03-13,7152.27,233,East
E006,2023-06-12,3396.26,936,West
E007,2023-07-08,3452.32,124,South
E008,2023-05-20,5614.57,769,East
E009,2023-06-29,2267.11,678,East
E010,2023-04-15,3527.82,881,East
E011,2023-10-10,3383.59,771,West
E012,2023-03-14,1512.73,945,South
E013,2023-09-13,2818.55,895,East
E014,2023-02-04,9077.21,682,East
E015,2023-03-10,7181.66,334,South
E016,2023-03-06,9847.63,221,South
E017,2023-10-18,7117.99,772,East
E018,2023-04-05,6049.4,622,East
E019,2023-10-11,7602.73,618,East
E020,2023-08-03,6737.52,545,South
E021,2023-12-29,5722.77,636,East
E022,2023-06-07,6999.56,719,West
E023,2023-01-08,3037.8,308,East
E024,2023-10-12,3119.74,211,West
E025,2023-11-30,6526.29,536,West
E026,2023-08-14,2489.73,691,East
E027,2023-06-02,1001.6,471,East
E028,2023-04-07,3826.37,846,North
E029,2023-08-03,1712.72,326,North
E030,2023-07-31,8466.01,476,South
E031,2023-08-01,1204.84,325,South
E032,2023-08-25,2375.07,439,West
E033,2023-02-19,3995.5,296,West
E034,2023-12-21,1081.97,876,South
E035,2023-08-22,5635.36,323,East
E036,2023-11-03,8124.41,526,West
E037,2023-10-03,1929.04,300,East
E038,2023-12-27,7508.28,441,East
E039,2023-03-22,6615.92,329,West
E040,2023-07-19,9632.26,901,West
E041,2023-12-18,1137.95,440,East
E042,2023-07-21,6733.07,778,South
E043,2023-04-09,8018.31,840,South
E044,2023-08-28,6826.67,670,South
E045,2023-12-02,6385.34,567,West
E046,2023-04-24,5945.49,205,South
E047,2023-08-24,2867.32,826,East
E048,2023-12-11,7211.49,366,East
E049,2023-10-14,5257.46,987,North
E050,2023-09-07,3169.5,349,North
E051,2023-04-12,8383.41,255,North
E052,2023-03-18,2010.43,185,North
E053,2023-06-28,2227.46,650,West
E054,2023-01-21,9251.42,851,East
E055,2023-06-16,2527.47,144,East
E056,2023-11-29,7102.6,473,West
E057,2023-07-27,1127.08,986,North
E058,2023-06-02,2759.67,271,South
E059,2023-06-27,5055.38,528,North
E060,2023-01-19,5279.33,593,North
E061,2023-05-13,9408.37,167,East
E062,2023-09-29,2163.09,390,South
E063,2023-06-27,2212.34,224,North
E064,2023-10-07,7936.7,146,West
E065,2023-10-02,9084.65,389,East
E066,2023-01-13,1061.54,720,West
E067,2023-04-28,2227.13,364,East
E068,2023-06-24,4146.88,210,West
E069,2023-10-08,9282.31,267,East
E070,2023-10-12,4832.43,438,West
E071,2023-09-14,9533.3,151,East
E072,2023-05-25,2396.55,350,West
E073,2023-10-21,9853.06,311,West
E074,2023-04-19,8797.64,733,East
E075,2023-04-15,3767.58,535,South
E076,2023-11-01,8490.83,462,East
E077,2023-07-05,6140.24,545,South
E078,2023-11-16,9533.34,866,East
E079,2023-03-25,5473.23,205,North
E080,2023-02-20,9842.79,839,West
E081,2023-07-13,8436.56,587,North
E082,2023-08-12,9632.45,290,East
E083,2023-08-11,5671.82,216,North
E084,2023-01-06,9522.18,904,West
E085,2023-05-20,8715.37,494,West
E086,2023-09-21,3907.91,401,South
E087,2023-01-15,2556.53,642,East
E088,2023-07-31,4915.25,308,South
E089,2023-12-20,9391.22,147,East
E090,2023-10-15,6124.77,998,West
E091,2023-01-06,1982.66,195,East
E092,2023-08-24,2505.21,852,South
E093,2023-01-23,5925.52,797,North
E094,2023-02-02,3380.99,880,South
E095,2023-07-26,2221.89,318,East
E096,2023-05-31,1184.21,724,North
E097,2023-01-15,1891.84,266,West
E098,2023-10-23,7479.48,715,North
E099,2023-04-29,3384.36,876,North
E100,2023-05-19,4867.62,843,South
E001,2023-03-17,3355.63,772,West
E002,2023-10-27,9940.93,438,South
E003,2023-11-09,7700.61,214,North
E004,2023-07-08,3126.93,172,South
E005,2023-10-05,8919.63,637,East
E006,2023-05-21,5971.24,176,East
E007,2023-06-03,8704.51,761,North
E008,2023-10-21,8814.23,919,South
E009,2023-11-17,2960.16,490,West
E010,2023-07-26,4820.32,596,South
E011,2023-05-18,4115.62,815,East
E012,2023-10-29,3933.71,969,West
E013,2023-05-10,4652.03,859,North
E014,2023-05-11,5524.46,976,North
E015,2023-09-28,7270.85,143,South
E016,2023-10-16,2150.55,670,East
E017,2023-01-09,2205.65,297,North
E018,2023-10-25,2128.29,910,South
E019,2023-07-14,6141.32,811,East
E020,2023-08-22,5389.84,431,West
E021,2023-03-22,1610.54,391,West
E022,2023-03-17,8477.08,705,South
E023,2023-07-20,5196.58,420,North
E024,2023-02-07,2322.31,836,North
E025,2023-07-23,4331.22,625,West
E026,2023-05-01,4679.08,938,North
E027,2023-09-29,4020.57,980,South
E028,2023-02-03,2076.58,914,South
E029,2023-12-26,8394.88,620,West
E030,2023-03-18,4963.77,443,North
E031,2023-07-15,6313.23,789,North
E032,2023-04-28,2811.02,520,South
E033,2023-06-23,4810.47,839,North
E034,2023-11-20,3043.24,470,North
E035,2023-03-29,9492.49,873,West
E036,2023-05-08,7210.64,986,West
E037,2023-12-14,5875.28,472,West
E038,2023-03-06,1171.62,784,West
E039,2023-07-20,5489.81,945,North
E040,2023-06-06,4832.73,471,North
E041,2023-04-06,4241.98,639,East
E042,2023-02-17,9912.79,315,East
E043,2023-04-28,4758.91,816,North
E044,2023-10-17,6678.44,619,West
E045,2023-12-05,8931.08,832,East
E046,2023-02-04,9109.75,682,East
E047,2023-12-01,7012.19,836,North
E048,2023-01-01,7654.72,218,West
E049,2023-03-01,8233.36,873,East
E050,2023-02-21,4208.19,850,North
E051,2023-05-26,6379.78,973,South
E052,2023-01-23,5408.72,310,South
E053,2023-05-22,9864.31,486,South
E054,2023-12-13,3535.88,579,South
E055,2023-07-07,2346.95,457,West
E056,2023-10-09,5722.26,625,North
E057,2023-03-08,5964.15,867,South
E058,2023-08-31,6314.38,443,West
E059,2023-04-03,9792.38,711,West
E060,2023-12-08,7515.11,765,South
E061,2023-04-10,9298.24,205,West
E062,2023-09-06,7219.13,626,East
E063,2023-08-06,3703.94,945,West
E064,2023-03-19,3545.12,225,North
E065,2023-08-29,6821.46,902,South
E066,2023-05-09,3411.51,496,East
E067,2023-02-08,1442.81,815,North
E068,2023-09-12,9743.11,868,East
E069,2023-08-15,7487.67,668,West
E070,2023-03-20,3859.39,991,North
E071,2023-02-01,1501.43,951,East
E072,2023-01-22,1990.13,367,North
E073,2023-08-24,8618.42,489,East
E074,2023-08-23,1700.33,988,North
E075,2023-09-23,1804.36,436,South
E076,2023-12-03,8997.91,874,North
E077,2023-02-11,6005.69,683,East
E078,2023-03-29,9878.26,134,North
E079,2023-09-20,3220.23,184,West
E080,2023-10-04,8290.98,767,North
E081,2023-05-07,4509.61,843,South
E082,2023-01-25,9103.24,912,West
E083,2023-11-21,6151.1,379,East
E084,2023-11-17,9634.34,586,West
E085,2023-03-06,2463.63,758,South
E086,2023-05-01,2210.07,177,North
E087,2023-09-22,8836.02,549,North
E088,2023-12-08,9177.45,543,East
E089,2023-10-14,6413.04,768,West
E090,2023-12-12,4406.26,236,South
E091,2023-09-14,5260.81,166,West
E092,2023-01-25,4357.49,901,North
E093,2023-09-25,3960.64,354,North
E094,2023-02-11,6100.74,281,East
E095,2023-12-13,3830.28,849,East
E096,2023-02-20,1416.51,686,West
E097,2023-04-04,4101.57,346,North
E098,2023-05-05,1879.18,434,West
E099,2023-01-27,5484.51,402,South
E100,2023-03-22,1200.31,103,South
E001,2023-04-13,2536.05,215,East
E002,2023-06-06,5850.03,186,West
E003,2023-12-28,1652.86,346,East
E004,2023-02-04,1193.05,151,East
E005,2023-06-07,3392.99,533,South
E006,2023-08-10,5532.76,299,North
E007,2023-09-28,7035.62,597,South
E008,2023-07-01,2567.95,812,West
E009,2023-12-04,3917.52,659,West
E010,2023-09-11,5859.09,420,West
E011,2023-02-16,7404.68,108,East
E012,2023-10-06,2865.24,219,West
E013,2023-10-08,8568.46,850,North
E014,2023-03-22,9412.91,767,South
E015,2023-12-09,6579.49,857,East
E016,2023-03-24,7217.66,451,North
E017,2023-02-09,3300.85,386,South
E018,2023-08-18,3993.46,368,South
E019,2023-03-15,1230.25,292,North
E020,2023-03-04,7134.75,553,West
E021,2023-12-10,7291.03,561,West
E022,2023-04-18,1769.31,975,East
E023,2023-08-09,3272.44,855,East
E024,2023-07-10,8556.75,160,North
E025,2023-07-14,9857.87,162,West
E026,2023-08-17,1842.34,831,West
E027,2023-08-25,5786.46,908,South
E028,2023-06-30,2595.25,931,West
E029,2023-03-08,1080.18,382,West
E030,2023-09-15,2706.19,304,North
E031,2023-01-29,9362.01,278,West
E032,2023-01-20,7910.11,430,West
E033,2023-03-18,7491.7,784,West
E034,2023-02-01,9316.45,486,North
E035,2023-08-10,7988.33,500,East
E036,2023-10-22,9762.72,647,East
E037,2023-05-26,3355.99,885,North
E038,2023-03-01,8177.56,694,East
E039,2023-11-27,7044.68,399,West
E040,2023-08-28,9582.81,843,South
E041,2023-03-02,2246.85,770,West
E042,2023-01-18,3057.72,266,East
E043,2023-08-21,7135.45,246,North
E044,2023-12-05,9092.67,558,South
E045,2023-12-27,6049.21,498,South
E046,2023-07-22,1450.5,516,East
E047,2023-10-06,4242.74,681,South
E048,2023-08-25,8785.07,629,West
E049,2023-09-03,6410.21,810,West
E050,2023-09-28,2426.15,646,North
E051,2023-12-30,6014.68,836,North
E052,2023-11-05,8295.25,505,West
E053,2023-02-26,5738.13,546,East
E054,2023-02-03,3612.71,506,West
E055,2023-12-03,5679.67,519,West
E056,2023-07-03,2529.43,139,South
E057,2023-10-22,5899.82,488,West
E058,2023-09-27,2252.38,966,East
E059,2023-05-06,1872.55,780,South
E060,2023-06-23,5357.3,632,South
E061,2023-06-09,8717.24,876,North
E062,2023-06-15,1063.06,151,West
E063,2023-08-09,7401.82,926,East
E064,2023-09-06,4690.79,664,South
E065,2023-02-14,6098.71,484,West
E066,2023-09-18,9079.11,954,North
E067,2023-06-28,9265.01,566,East
E068,2023-01-19,2433.18,606,North
E069,2023-11-23,4915.52,660,South
E070,2023-05-21,8666.32,622,East
E071,2023-03-22,6766.56,522,East
E072,2023-12-16,2614.42,344,North
E073,2023-03-16,9070.13,929,North
E074,2023-05-09,6379.81,362,North
E075,2023-10-19,1455.91,483,South
E076,2023-11-10,2990.67,272,West
E077,2023-10-24,9260.63,609,East
E078,2023-07-31,9380.99,336,West
E079,2023-05-24,3671.35,621,North
E080,2023-01-19,1679.32,798,East
E081,2023-12-28,6922.21,428,West
E082,2023-04-19,2878.11,199,North
E083,2023-10-17,3485.89,662,East
E084,2023-09-06,6477.57,355,North
E085,2023-02-20,9864.33,258,South
E086,2023-05-26,6451.11,198,North
E087,2023-06-14,1084.95,684,North
E088,2023-07-30,1158.71,492,East
E089,2023-08-05,6626.21,655,South
E090,2023-11-06,9220.68,622,West
E091,2023-06-11,4858.93,493,East
E092,2023-05-11,5483.59,331,South
E093,2023-04-22,1138.19,955,East
E094,2023-09-28,8947.69,831,North
E095,2023-09-14,4342.12,128,North
E096,2023-07-13,7956.35,712,North
E097,2023-11-13,9913.98,259,East
E098,2023-01-13,4556.39,494,West
E099,2023-01-24,7195.97,248,East
E100,2023-09-18,7913.63,318,South
E001,2023-04-25,1912.95,628,South
E002,2023-10-06,7222.9,986,North
E003,2023-06-15,2213.54,932,North
E004,2023-09-23,6100.26,507,South
E005,2023-02-22,1836.01,871,North
E006,2023-11-30,2346.06,303,East
E007,2023-08-07,7636.79,639,South
E008,2023-10-21,7894.2,800,South
E009,2023-06-21,8685.63,432,North
E010,2023-07-12,7791.71,989,West
E011,2023-03-16,7428.12,553,West
E012,2023-03-16,4695.01,519,South
E013,2023-10-21,3205.27,914,East
E014,2023-03-14,9303.74,486,West
E015,2023-10-09,3574.9,135,West
E016,2023-08-05,1561.46,848,East
E017,2023-07-31,2682.57,762,North
E018,2023-11-15,6245.02,403,West
E019,2023-12-19,7388.87,499,South
E020,2023-04-16,9871.2,969,South
E021,2023-07-25,8572.64,841,North
E022,2023-09-12,5997.53,371,West
E023,2023-11-16,9082.29,578,East
E024,2023-07-08,9145.74,965,East
E025,2023-08-23,3087.97,991,South
E026,2023-05-23,2002.32,914,West
E027,2023-10-17,2763.1,898,West
E028,2023-07-28,9936.62,969,East
E029,2023-04-19,1487.03,261,North
E030,2023-09-27,7441.73,320,North
E031,2023-02-06,1970.83,836,North
E032,2023-06-18,4599.88,266,North
E033,2023-08-29,7277.9,272,South
E034,2023-12-16,2932.28,107,East
E035,2023-07-02,4891.78,475,East
E036,2023-05-29,8124.04,387,East
E037,2023-04-06,4727.69,162,North
E038,2023-02-14,3358.81,509,East
E039,2023-11-19,5065.2,750,South
E040,2023-01-04,5039.2,206,South
E041,2023-04-01,5887.37,846,East
E042,2023-01-07,1872.77,926,West
E043,2023-12-29,1832.66,541,East
E044,2023-11-15,1339.31,276,East
E045,2023-07-11,2512.98,902,East
E046,2023-06-30,2487.89,796,East
E047,2023-04-06,3739.27,656,South
E048,2023-03-01,8600.49,890,West
E049,2023-07-12,5922.53,903,East
E050,2023-02-21,5005.34,602,West
E051,2023-06-24,7691.64,393,West
E052,2023-06-12,3820.98,469,South
E053,2023-01-19,7635.84,977,North
E054,2023-10-30,4839.76,401,West
E055,2023-11-21,8367.09,335,East
E056,2023-08-31,3415.0,173,East
E057,2023-08-09,2698.17,138,North
E058,2023-08-21,7297.93,659,South
E059,2023-11-09,5652.05,527,East
E060,2023-10-28,6576.2,667,West
E061,2023-08-31,4413.55,641,North
E062,2023-02-25,8342.29,455,South
E063,2023-05-04,7242.42,898,West
E064,2023-09-12,9131.92,942,West
E065,2023-09-14,9720.02,885,North
E066,2023-05-29,9148.01,728,West
E067,2023-11-11,3920.04,160,North
E068,2023-09-03,9660.26,247,East
E069,2023-08-16,1959.11,142,East
E070,2023-05-16,4161.47,946,South
E071,2023-01-14,3429.11,510,East
E072,2023-01-16,8638.52,995,South
E073,2023-07-08,3802.34,434,East
E074,2023-04-16,1516.05,236,South
E075,2023-08-10,4893.37,865,South
E076,2023-11-15,5902.27,150,East
E077,2023-09-02,3803.73,901,East
E078,2023-10-08,4989.61,945,South
E079,2023-04-28,7918.85,688,South
E080,2023-02-07,4817.61,437,South
E081,2023-10-18,8949.76,453,East
E082,2023-03-29,1208.94,395,East
E083,2023-05-16,8033.95,330,West
E084,2023-05-28,9730.19,540,East
E085,2023-11-09,1958.33,861,West
E086,2023-03-28,7003.01,751,North
E087,2023-06-29,1344.26,295,West
E088,2023-02-18,1454.41,787,West
E089,2023-02-16,2943.18,307,West
E090,2023-04-26,4091.77,590,North
E091,2023-09-23,8688.51,420,East
E092,2023-03-07,4895.47,689,North
E093,2023-01-03,8685.41,557,South
E094,2023-06-01,7389.55,379,East
E095,2023-07-03,9936.97,189,East
E096,2023-03-06,4633.21,185,West
E097,2023-06-27,9905.1,771,North
E098,2023-01-10,7718.5,282,East
E099,2023-02-06,3379.57,382,North
E100,2023-06-28,2486.42,971,West
E001,2023-05-08,4975.09,317,East
E002,2023-04-27,7104.78,136,East
E003,2023-06-15,2020.79,588,South
E004,2023-04-25,4268.57,455,South
E005,2023-01-15,6450.55,305,North
E006,2023-11-18,5649.02,333,North
E007,2023-04-13,8574.58,491,West
E008,2023-02-27,2178.06,428,South
E009,2023-12-17,7213.62,140,East
E010,2023-10-11,7861.9,911,East
E011,2023-06-02,8429.57,919,North
E012,2023-12-25,8706.3,435,South
E013,2023-06-13,9909.3,880,South
E014,2023-07-26,6422.71,749,East
E015,2023-01-26,8795.09,711,North
E016,2023-12-09,8909.22,764,South
E017,2023-01-26,4141.81,937,South
E018,2023-09-15,5617.35,160,West
E019,2023-11-13,8194.52,499,East
E020,2023-01-25,7776.96,986,North
E021,2023-06-01,5208.93,213,North
E022,2023-07-23,4363.7,763,South
E023,2023-06-03,9448.75,404,South
E024,2023-09-20,4826.39,408,West
E025,2023-12-16,9600.77,500,East
E026,2023-04-29,8851.16,995,North
E027,2023-08-10,2286.31,835,West
E028,2023-08-04,8376.65,914,East
E029,2023-01-03,9391.99,908,West
E030,2023-03-07,5437.56,503,West
E031,2023-01-12,4724.96,781,South
E032,2023-09-19,5089.25,667,South
E033,2023-04-25,5340.19,664,North
E034,2023-03-08,5917.5,923,West
E035,2023-02-27,6941.22,428,South
E036,2023-07-14,4733.84,154,East
E037,2023-08-11,6695.05,153,West
E038,2023-03-20,6759.13,954,North
E039,2023-03-06,1142.03,259,East
E040,2023-02-03,2132.26,735,East
E041,2023-02-12,8927.75,128,West
E042,2023-01-05,5919.98,496,East
E043,2023-11-23,8829.41,503,West
E044,2023-03-27,6898.74,735,West
E045,2023-06-21,6751.97,841,East
E046,2023-03-05,4151.4,856,South
E047,2023-01-10,5144.75,991,East
E048,2023-08-12,7672.58,377,East
E049,2023-11-11,4171.47,501,South
E050,2023-02-13,2455.39,911,South
E051,2023-10-09,3657.64,642,South
E052,2023-12-15,2599.54,700,East
E053,2023-02-09,4500.57,704,South
E054,2023-03-22,1559.36,867,South
E055,2023-05-01,1186.5,936,South
E056,2023-05-19,8083.74,470,South
E057,2023-03-01,7297.02,348,West
E058,2023-04-04,7478.18,943,South
E059,2023-08-28,7548.61,247,South
E060,2023-10-14,5921.86,809,East
E061,2023-11-09,6480.57,465,East
E062,2023-08-12,6904.5,509,West
E063,2023-12-18,9128.05,898,North
E064,2023-03-12,2811.69,304,South
E065,2023-07-28,7608.22,432,South
E066,2023-11-13,6703.09,236,North
E067,2023-05-27,2158.11,812,South
E068,2023-07-04,5394.15,567,East
E069,2023-09-29,1616.15,930,South
E070,2023-09-13,7852.52,880,North
E071,2023-06-06,5181.46,154,North
E072,2023-04-04,7345.51,739,North
E073,2023-04-29,1271.38,477,West
E074,2023-01-25,7377.09,674,South
E075,2023-04-26,5942.97,348,South
E076,2023-10-15,1548.39,341,West
E077,2023-02-23,7185.39,836,East
E078,2023-04-20,2987.39,926,East
E079,2023-03-02,9390.94,135,North
E080,2023-05-21,6687.14,518,North
E081,2023-07-09,5325.41,351,North
E082,2023-05-16,5182.59,543,South
E083,2023-01-11,3318.96,584,West
E084,2023-03-31,3589.61,804,East
E085,2023-05-19,7343.77,945,North
E086,2023-12-07,6390.42,817,South
E087,2023-11-11,9600.81,460,South
E088,2023-05-26,1050.1,934,North
E089,2023-04-13,2967.12,797,North
E090,2023-04-27,2136.68,871,South
E091,2023-09-30,4012.38,139,South
E092,2023-06-06,2675.9,187,North
E093,2023-11-10,1184.86,716,North
E094,2023-05-11,2501.09,912,East
E095,2023-09-14,2174.16,418,South
E096,2023-05-14,5258.92,872,South
E097,2023-01-12,2435.43,600,North
E098,2023-09-11,5272.94,118,East
E099,2023-04-08,6782.35,529,South
E100,2023-01-05,2387.32,753,West
E001,2023-09-10,2652.92,752,North
E002,2023-04-06,9328.86,977,South
E003,2023-11-01,2249.77,478,West
E004,2023-07-15,1985.84,389,North
E005,2023-04-05,1545.69,678,North
E006,2023-02-06,3481.45,822,West
E007,2023-02-11,5529.33,936,South
E008,2023-05-29,3342.13,491,West
E009,2023-03-01,1809.44,645,South
E010,2023-08-30,1276.07,206,North
E011,2023-09-02,5048.61,263,South
E012,2023-03-30,1810.26,959,North
E013,2023-10-03,8927.85,551,West
E014,2023-12-26,9097.05,920,East
E015,2023-06-11,9238.1,710,West
E016,2023-02-10,2518.53,289,West
E017,2023-04-12,7281.27,929,West
E018,2023-08-21,1013.78,273,West
E019,2023-11-04,3272.06,545,North
E020,2023-10-25,8986.4,543,West
E021,2023-07-24,6822.44,683,South
E022,2023-08-14,4925.01,966,West
E023,2023-10-17,7493.21,276,South
E024,2023-11-27,2738.74,152,East
E025,2023-05-03,8935.21,593,East
E026,2023-03-06,6428.49,589,East
E027,2023-04-17,4559.53,422,North
E028,2023-07-21,8301.12,820,East
E029,2024-01-01,1023.9,805,East
E030,2023-04-14,5703.53,384,South
E031,2023-03-20,4835.39,552,North
E032,2023-09-06,9372.43,281,South
E033,2023-01-24,8711.12,205,East
E034,2023-09-29,6810.32,853,South
E035,2023-07-20,1893.63,484,West
E036,2023-02-04,7189.53,955,East
E037,2023-09-13,6215.72,424,South
E038,2023-10-02,6477.23,820,North
E039,2023-11-22,7135.45,640,West
E040,2023-01-12,7842.1,141,North
E041,2023-05-23,1725.6,369,West
E042,2023-11-22,1705.91,977,West
E043,2023-03-23,8628.25,202,East
E044,2023-05-04,6036.44,459,West
E045,2023-07-02,4524.27,596,West
E046,2023-09-08,4720.74,890,West
E047,2023-08-18,6308.52,103,East
E048,2023-06-25,9699.85,414,East
E049,2023-02-07,2419.75,494,North
E050,2023-11-26,2666.17,914,North
E051,2023-04-11,5474.49,777,South
E052,2023-10-28,1606.19,440,South
E053,2023-11-08,3702.49,571,East
E054,2023-08-13,9381.18,498,North
E055,2023-03-31,8156.5,170,North
E056,2023-07-09,2372.98,240,West
E057,2023-03-06,6932.65,788,South
E058,2023-08-25,4063.8,900,West
E059,2023-11-07,1699.57,879,West
E060,2023-06-17,8698.35,831,East
E061,2023-11-21,6038.49,216,East
E062,2023-10-30,6816.28,861,South
E063,2023-11-16,7781.8,374,South
E064,2023-06-15,5828.31,367,West
E065,2023-12-21,5973.04,713,West
E066,2023-04-24,7854.42,358,East
E067,2023-10-02,8744.02,152,West
E068,2023-09-28,9259.91,257,East
E069,2023-09-21,2522.15,611,South
E070,2023-01-18,6057.89,565,South
E071,2023-09-25,8335.55,483,West
E072,2023-05-22,4589.94,388,South
E073,2023-01-06,8953.45,350,East
E074,2023-09-30,2428.24,251,East
E075,2023-09-16,9495.42,787,South
E076,2023-04-12,5708.43,503,North
E077,2023-06-10,8465.94,467,South
E078,2023-04-23,6878.29,867,West
E079,2023-01-11,4082.79,643,North
E080,2023-10-07,1850.24,401,South
E081,2023-04-07,6384.76,289,South
E082,2023-02-13,5525.27,472,South
E083,2023-09-06,6746.57,427,West
E084,2023-07-17,6727.86,527,North
E085,2023-12-21,6578.82,447,East
E086,2023-10-21,3595.36,940,West
E087,2023-08-28,8361.86,555,East
E088,2023-07-25,2537.6,510,West
E089,2023-01-08,3127.72,587,West
E090,2023-03-28,6993.72,647,South
E091,2023-01-27,7320.15,284,West
E092,2023-06-28,8558.34,237,South
E093,2023-10-25,4897.05,259,West
E094,2023-03-01,8620.28,843,North
E095,2023-10-21,1703.19,984,North
E096,2023-01-25,3461.03,661,North
E097,2023-11-03,3954.45,713,West
E098,2023-10-16,8236.2,731,North
E099,2023-01-09,4665.35,829,North
E100,2023-06-04,8306.78,885,West
E001,2023-04-28,2266.47,253,South
E002,2023-06-13,3961.56,197,East
E003,2023-09-12,3120.78,161,North
E004,2023-03-22,3357.98,543,South
E005,2023-02-13,3797.63,471,West
E006,2023-06-23,6681.08,686,West
E007,2023-03-10,1325.29,514,North
E008,2023-02-01,3427.64,111,West
E009,2023-01-22,4378.97,294,East
E010,2023-06-08,7975.26,427,West
E011,2023-03-08,3468.29,771,South
E012,2023-05-21,9343.96,334,North
E013,2023-07-14,5681.42,807,South
E014,2023-08-05,3031.26,134,North
E015,2023-08-08,4903.55,292,West
E016,2023-03-16,1848.58,371,South
E017,2023-08-23,2861.37,405,South
E018,2023-03-19,5540.47,982,East
E019,2023-11-15,6733.14,700,North
E020,2023-06-23,9205.46,916,South
